BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:50:58,15-Oct-15,Innotribe,INN,Innotribe
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:42:39,15-Oct-15,Innotribe,INN,Innotribe
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:17:17,15-Oct-15,Innotribe,INN,Innotribe
8613153,KBC Bank NV.,Head of Emerging Markets ,Belgium,Trade Services,Business Development/Strategy,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:15:06,15-Oct-15,Conference room 5,CR5,Corporate Forum
8874910,Tech Mahindra,"Global Head Banking, Payments and Cards",United Arab Emirates,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:04:44,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8612683,"EquiLend, LLC",Global Product Owner,United States,Securities,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:48:07,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8612683,"EquiLend, LLC",Global Product Owner,United States,Securities,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:14:10,15-Oct-15,Conference room 5,CR5,Community
8612683,"EquiLend, LLC",Global Product Owner,United States,Securities,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Securities financing: A necessary evil for corporates and asset managers?,10/15/15,14:00,14:01:13,15-Oct-15,Workshop C,WSC,Corporate Forum
8612683,"EquiLend, LLC",Global Product Owner,United States,Securities,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,13:20:34,15-Oct-15,Innotribe,INN,Innotribe
8574959,ACH Colombia S.A.,CEO,Colombia,Payments,Business Development/Strategy,Board Member / CEO / CFO,Payments Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:09:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8760552,Accenture,Manager,India,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:08:50,15-Oct-15,Conference room 4,CR4,Community
8622481,Capgemini,Head of Payments CoE,France,Payments,Marketing,Vice President/ Functional Head,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:25:30,15-Oct-15,Conference room 4,CR4,Community
8598567,SWIFT,,Belgium,Not selected,Not selected,Not selected,Not selected,Not selected,SWIFT Crew Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:58:10,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8567021,TRUSTLINK (PTY) LTD,Chief Excecutive Officer,South Africa,Payments,Information Technology,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:46:54,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8567021,TRUSTLINK (PTY) LTD,Chief Excecutive Officer,South Africa,Payments,Information Technology,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,NORMAL,Securities financing: A necessary evil for corporates and asset managers?,10/15/15,14:00,13:54:55,15-Oct-15,Workshop C,WSC,Corporate Forum
8567021,TRUSTLINK (PTY) LTD,Chief Excecutive Officer,South Africa,Payments,Information Technology,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:16:59,15-Oct-15,SWIFT Auditorium,SA,Securities
8606322,SWIFT,,Belgium,Payments,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:16:05,15-Oct-15,Innotribe,INN,Innotribe
8575338,Rabobank Nederland, Vice President Product Development & Management Payment Services,Netherlands,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:53:29,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606498,SWIFT,Head of Partnerships and SME Business Dvlpt,Singapore,Payments,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:20:27,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8624132,Bottomline Technologies,Departmental Manager,Switzerland,Payments,Marketing,Departmental Manager,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass - Exhibitor voucher used with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:02:09,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,9:16:39,15-Oct-15,Conference room 2,CR2,ASEAN
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,ASEAN exchanges and securities workshop,10/15/15,14:00,14:12:38,15-Oct-15,Conference room 3,CR3,ASEAN
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:03:44,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:50:12,15-Oct-15,Conference room 4,CR4,Community
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:15:33,15-Oct-15,Conference room 4,CR4,Securities
8800005,Bangkok Bank,Banker,Thailand,Securities,Customer Services,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:38:51,15-Oct-15,SWIFT Auditorium,SA,Securities
8720898,SunTec Business Solutions,Director,India,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:21:26,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8720898,SunTec Business Solutions,Director,India,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:29:58,15-Oct-15,Conference room 1,CR1,Corporate Forum
8575193,SANTANDER SERFIN,Subdirector,Mexico,Payments,Technology Operations,Departmental Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:49:58,15-Oct-15,Conference room 5,CR5,Corporate Forum
8575193,SANTANDER SERFIN,Subdirector,Mexico,Payments,Technology Operations,Departmental Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:26:37,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8854696,AZZANA CONSULTING,Managing Director,Belgium,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,21 to 30,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:05:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8605988,EBA Group,"Director,  Chief Risk Officer",France,Payments,Compliance officer / Risk Management,Compliance officer / Risk manager,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,13:57:48,15-Oct-15,Conference room 4,CR4,Community
8709230,SUOMEN PANKKI-FINLANDS BANK,Systems Analyst,Finland,Securities,Information Technology,Analyst/Consultant,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:05:46,15-Oct-15,Conference room 4,CR4,Community
8709230,SUOMEN PANKKI-FINLANDS BANK,Systems Analyst,Finland,Securities,Information Technology,Analyst/Consultant,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:46:02,15-Oct-15,Innotribe,INN,Innotribe
8762409,Bangko Sentral Ng Pilipinas,Bank Officer I,Philippines,Payments,Information Technology,Analyst/Consultant,Central Bank,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:48:51,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8575059,Banco del Pichincha,Responsible,Ecuador,Payments,Standards,Departmental Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:55:33,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8575059,Banco del Pichincha,Responsible,Ecuador,Payments,Standards,Departmental Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8575059,Banco del Pichincha,Responsible,Ecuador,Payments,Standards,Departmental Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:18:15,15-Oct-15,Conference room 3,CR3,Payments
8726716,NATIONAL DEPOSITORY OF UKRAINE,Member of the Board,Ukraine,Securities,Business Development/Strategy,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:10:27,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8726716,NATIONAL DEPOSITORY OF UKRAINE,Member of the Board,Ukraine,Securities,Business Development/Strategy,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,Corporate onboarding: The MyStandards way,10/15/15,10:30,10:44:27,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8726716,NATIONAL DEPOSITORY OF UKRAINE,Member of the Board,Ukraine,Securities,Business Development/Strategy,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,Business Intelligence for Securities: Watch for your data,10/15/15,11:00,11:16:38,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8726716,NATIONAL DEPOSITORY OF UKRAINE,Member of the Board,Ukraine,Securities,Business Development/Strategy,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,Lite2 cash reporting dashboard for corporates,10/15/15,11:45,12:24:18,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8726716,NATIONAL DEPOSITORY OF UKRAINE,Member of the Board,Ukraine,Securities,Business Development/Strategy,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Chairpersons Pass,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:32:21,15-Oct-15,SWIFT Auditorium,SA,Securities
8867429,Accompanying Ashwani Kumar,Accompanying Person ,Ukraine,Cash Management,Business Development/Strategy,Account Manager,Broker/Dealer,Prefer not to answer,Complimentary Accompanying Person with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:10:30,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8518712,Tech Insider,Editor,United Kingdom,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:29:07,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8518712,Tech Insider,Editor,United Kingdom,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:06:11,15-Oct-15,Innotribe,INN,Innotribe
8518712,Tech Insider,Editor,United Kingdom,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:45:30,15-Oct-15,Innotribe,INN,Innotribe
8518712,Tech Insider,Editor,United Kingdom,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:15:29,15-Oct-15,Innotribe,INN,Innotribe
8782642,SBERBANK,Senior Vice-president,Russia,Derivatives,Information Technology,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:02:49,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8632625,SVENSKA HANDELSBANKEN,"Senior Vice President, Trade Finance",Sweden,Trade Services,Product Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:39:29,15-Oct-15,Conference room 1,CR1,Corporate Forum
8632625,SVENSKA HANDELSBANKEN,"Senior Vice President, Trade Finance",Sweden,Trade Services,Product Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:54:56,15-Oct-15,Conference room 1,CR1,Corporate Forum
8632625,SVENSKA HANDELSBANKEN,"Senior Vice President, Trade Finance",Sweden,Trade Services,Product Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:47:49,15-Oct-15,Conference room 1,CR1,Corporate Forum
8519092,Deutsche Bundesbank,Had of TARGET2 & T2S Service Management Payment & Settlement Systems,Germany,Securities,Financial Operations,Managing Director/ Director / EVP,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:55:40,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8712390,De Nederlandsche Bank,"Division Director, Cash and payment systems, Co-chairman of the Working Group on Cyber Resilience of CPMI/IOSCO",Netherlands,Payments,Business Development/Strategy,Departmental Manager,Central Bank,51 to 60,Speaker Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:42:15,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8712390,De Nederlandsche Bank,"Division Director, Cash and payment systems, Co-chairman of the Working Group on Cyber Resilience of CPMI/IOSCO",Netherlands,Payments,Business Development/Strategy,Departmental Manager,Central Bank,51 to 60,Speaker Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:05:39,15-Oct-15,Innotribe,INN,Innotribe
8724312,Standard Chartered,"Head of Trade, Product Management ",Hong Kong,Trade Services,Product Management,Managing Director/ Director / EVP,Commercial Bank,Prefer not to answer,Speaker Pass with lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:46:00,15-Oct-15,Conference room 5,CR5,Corporate Forum
