BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8875701,SIMCORP A/S,Senior Sales Manager,Denmark,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,One Day Participant Pass without lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:56:55,14-Oct-15,Conference room 5,CR5,Community
8699834,SWIFT,Data Management Specialist,Malaysia,Payments,Product Management,Analyst/Consultant,Payments Market Infrastructure,21 to 30,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:19:02,14-Oct-15,Conference room 2,CR2,Compliance Forum
8699834,SWIFT,Data Management Specialist,Malaysia,Payments,Product Management,Analyst/Consultant,Payments Market Infrastructure,21 to 30,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:28:58,14-Oct-15,Conference room 2,CR2,Innotribe
8699834,SWIFT,Data Management Specialist,Malaysia,Payments,Product Management,Analyst/Consultant,Payments Market Infrastructure,21 to 30,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:20:15,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8699834,SWIFT,Data Management Specialist,Malaysia,Payments,Product Management,Analyst/Consultant,Payments Market Infrastructure,21 to 30,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,"SWIFTRef, come and see how to improve straight-through processing of your payments",10/14/15,9:15,9:09:25,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8699834,SWIFT,Data Management Specialist,Malaysia,Payments,Product Management,Analyst/Consultant,Payments Market Infrastructure,21 to 30,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,Messaging for corresponding banking on SWIFT (Lite2 and sanctions screening),10/14/15,14:30,14:38:47,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:15:49,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:32:41,14-Oct-15,Conference room 5,CR5,Community
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:20:41,14-Oct-15,Conference room 1,CR1,Corporate Forum
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:49:31,14-Oct-15,Conference room 1,CR1,Corporate Forum
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:25:06,14-Oct-15,Conference room 1,CR1,Corporate Forum
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:27:11,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8766486,Wilh.Wilhelmsen Group (WSM),Vice President ,Malaysia,Payments,Financial Operations,Board Member / CEO / CFO,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:00:57,14-Oct-15,Conference room 4,CR4,Payments
8819411,Consorzio CBI,Directive – Head of Standards,Italy,Cash Management,Business Development/Strategy,Section Head/Supervisor,Payments Market Infrastructure,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:13:22,14-Oct-15,Conference room 5,CR5,Community
8642161,BANCO SOL SARL,IT Director,Angola,Cash Management,Information Technology,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:41:27,14-Oct-15,Conference room 5,CR5,Community
8642161,BANCO SOL SARL,IT Director,Angola,Cash Management,Information Technology,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:22:03,14-Oct-15,Conference room 2,CR2,Compliance Forum
8642161,BANCO SOL SARL,IT Director,Angola,Cash Management,Information Technology,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:32:38,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8642161,BANCO SOL SARL,IT Director,Angola,Cash Management,Information Technology,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,SWIFTRef - come and see how to improve straight-through processing of your payments,10/14/15,16:30,16:26:49,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8834727,BANCO PRIVADO ATLANTICO CID. ALTA,Head of Compliance,Angola,Trade Services,Compliance officer / Risk Management,Section Head/Supervisor,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:14:34,14-Oct-15,Conference room 2,CR2,Compliance Forum
8834727,BANCO PRIVADO ATLANTICO CID. ALTA,Head of Compliance,Angola,Trade Services,Compliance officer / Risk Management,Section Head/Supervisor,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:36:08,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8539653,DE NEDERLANDSCHE BANK N.V,senior policy adviser,Netherlands,Payments,Business Development/Strategy,Analyst/Consultant,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:51:12,14-Oct-15,Conference room 2,CR2,Innotribe
8539653,DE NEDERLANDSCHE BANK N.V,senior policy adviser,Netherlands,Payments,Business Development/Strategy,Analyst/Consultant,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:33:58,14-Oct-15,SWIFT Auditorium,SA,Payments
8675452,BANQUE DE LUXEMBOURG S.A,Head of Custody Services,Luxembourg,Securities,Business Development/Strategy,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:50:28,14-Oct-15,Conference room 2,CR2,Compliance Forum
8560356,BANQUE DE FRANCE,DEPUTY GENERAL SECRETARY,France,Payments,Information Technology,Managing Director/ Director / EVP,Central Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:08:41,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8729881,Euler Hermes Credit France,Head of Digitalization,France,Trade Services,Innovation,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:32:56,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8729881,Euler Hermes Credit France,Head of Digitalization,France,Trade Services,Innovation,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:03:48,14-Oct-15,Conference room 2,CR2,Innotribe
8729881,Euler Hermes Credit France,Head of Digitalization,France,Trade Services,Innovation,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:00:33,14-Oct-15,Conference room 4,CR4,Payments
8606310,SWIFT,Market Manager,Belgium,Payments,Marketing,Relationship Manager,Corporate,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"SWIFTRef, come and see how to improve straight-through processing of your payments",10/14/15,9:15,9:38:19,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8845881,HSBC,Global Head of Product Management - Distribution Support & Transfer Agency,Singapore,Securities,Product Management,Vice President/ Functional Head,Investment Bank,Prefer not to answer,Speaker Pass with lunch,NORMAL,The future outlook of funds distribution in Asia,10/14/15,15:45,15:32:44,14-Oct-15,Workshop C,WSC,Securities
8785996,"VIJAYA BANK, OVERSEAS BRANCH Maker Chambers IV",General Manager,India,Payments,Information Technology,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:24,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8785996,"VIJAYA BANK, OVERSEAS BRANCH Maker Chambers IV",General Manager,India,Payments,Information Technology,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:26:08,14-Oct-15,SWIFT Auditorium,SA,Payments
8739612,Bank of Thailand,Division Executive,Thailand,Payments,Compliance officer / Risk Management,Section Head/Supervisor,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:21:51,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8739612,Bank of Thailand,Division Executive,Thailand,Payments,Compliance officer / Risk Management,Section Head/Supervisor,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,"Change will never be this slow again - Reaching your next billion customers
",10/14/15,14:00,13:53:09,14-Oct-15,Conference room 3,CR3,Community
8739612,Bank of Thailand,Division Executive,Thailand,Payments,Compliance officer / Risk Management,Section Head/Supervisor,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:18:53,14-Oct-15,Conference room 3,CR3,Community
8739612,Bank of Thailand,Division Executive,Thailand,Payments,Compliance officer / Risk Management,Section Head/Supervisor,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,8:51:33,14-Oct-15,Conference room 4,CR4,Community
8739612,Bank of Thailand,Division Executive,Thailand,Payments,Compliance officer / Risk Management,Section Head/Supervisor,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:27:56,14-Oct-15,Conference room 5,CR5,Community
8728669,BANQUE POUR LE COMMERCE EXTERIEUR LAO PUBLIC,Bank officer,Laos,Trade Services,Customer Services,Departmental Manager,Commercial Bank,31 to 40,Two Days Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:20:35,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8728669,BANQUE POUR LE COMMERCE EXTERIEUR LAO PUBLIC,Bank officer,Laos,Trade Services,Customer Services,Departmental Manager,Commercial Bank,31 to 40,Two Days Participant Pass with lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,14:21:23,14-Oct-15,Conference room 5,CR5,Community
8728669,BANQUE POUR LE COMMERCE EXTERIEUR LAO PUBLIC,Bank officer,Laos,Trade Services,Customer Services,Departmental Manager,Commercial Bank,31 to 40,Two Days Participant Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:39:19,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8728669,BANQUE POUR LE COMMERCE EXTERIEUR LAO PUBLIC,Bank officer,Laos,Trade Services,Customer Services,Departmental Manager,Commercial Bank,31 to 40,Two Days Participant Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:23:19,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8818210,STATE BANK OF INDIA,Dy.Managing Director,India,Payments,Business Development/Strategy,Board Member / CEO / CFO,Payments Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:29:48,14-Oct-15,Conference room 2,CR2,Innotribe
8541700,B-Source,General Manager Banking Operations,Switzerland,Securities,Financial Operations,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:07,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8541700,B-Source,General Manager Banking Operations,Switzerland,Securities,Financial Operations,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:19:54,14-Oct-15,Conference room 3,CR3,Diversity
8541700,B-Source,General Manager Banking Operations,Switzerland,Securities,Financial Operations,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:56:57,14-Oct-15,Conference room 2,CR2,Innotribe
8792283,Tata Consultancy Services - TCS BaNCS,Industry Executive Bankng & Financial Services,Australia,Payments,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,51 to 60,Two Days Participant Pass without lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:01:12,14-Oct-15,Workshop A,WSA,Securities
8734941,UNION INVESTMENT INSTITUTIONAL GMBH,Vice President,Germany,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Investment Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:35:04,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8734941,UNION INVESTMENT INSTITUTIONAL GMBH,Vice President,Germany,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Investment Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:48:56,14-Oct-15,Conference room 2,CR2,Innotribe
8734941,UNION INVESTMENT INSTITUTIONAL GMBH,Vice President,Germany,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Investment Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe day opening,10/14/15,9:15,9:19:00,14-Oct-15,Innotribe,INN,Innotribe
8721140,Grass Roots,,United Kingdom,Not selected,Not selected,Not selected,Not selected,Not selected,Conference Staff pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:08:24,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
